student_id,degree,specialization,cgpa,academic_performance,Python,Java,C_CPP,SQL,HTML_CSS,JavaScript,Excel,Power_BI,Statistics,Machine_Learning,Deep_Learning,Cloud_Computing,Networking,Cybersecurity,Git_GitHub,Communication,Problem_Solving,Teamwork,Leadership,Analytical_Thinking,interests,career_label
STU2294,B.Sc Information Technology,Web Technologies,9.16,Distinction,4,2,1,3,2,2,1,1,3,2,1,3,5,5,3,4,5,4,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
STU2342,B.Sc Information Technology,Information Technology,8.1,First Class,3,0,3,2,2,2,1,1,1,0,0,1,5,5,3,2,5,4,4,4,Cybersecurity; Cloud Computing; Database Management; Software Development,Cybersecurity Analyst
STU1082,B.Sc Information Technology,Information Technology,7.77,First Class,3,1,0,5,0,1,4,3,3,0,0,2,1,0,1,4,3,4,3,5,Data Analysis; Database Management; Cloud Computing,Data Analyst
STU2497,BCA,Information Technology,7.33,First Class,5,4,3,4,1,2,0,2,4,4,4,3,2,1,4,3,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development; Cloud Computing,Machine Learning Engineer
STU1487,BCA,Information Technology,6.4,Second Class,4,4,4,3,2,2,1,0,3,0,0,1,2,1,4,3,5,4,3,4,Software Development; Data Science,Software Developer
STU2231,B.Sc Information Technology,Web Technologies,7.04,First Class,2,2,2,3,1,2,0,1,2,1,0,4,5,5,3,3,5,3,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
STU1112,B.Sc Information Technology,Cloud & Security,6.64,Second Class,2,1,0,4,1,1,4,2,4,1,0,2,1,0,2,5,4,3,2,4,Data Analysis; Database Management; Machine Learning,Data Analyst
STU2360,B.Sc Information Technology,Software Engineering,7.76,First Class,2,2,3,2,1,3,1,0,1,1,0,2,5,5,3,4,4,4,4,5,Cybersecurity; Cloud Computing; Web Development; Artificial Intelligence,Cybersecurity Analyst
STU2194,B.Sc Information Technology,Cloud & Security,7.37,First Class,2,2,1,2,1,3,0,1,0,1,0,5,4,3,3,3,5,3,4,3,Cloud Computing; Machine Learning; Data Science,Cloud Engineer
STU2366,B.Sc Computer Science,Software Engineering,5.86,Pass,3,2,3,3,2,3,1,1,3,1,0,3,5,5,2,3,5,3,3,5,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
STU2537,B.Sc Information Technology,Web Technologies,6.67,Second Class,4,3,2,4,0,2,1,3,4,4,5,3,2,2,3,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development; Data Analysis,Machine Learning Engineer
STU2348,B.Sc Information Technology,Cloud & Security,7.52,First Class,2,2,2,3,2,1,0,0,2,0,0,3,5,4,4,3,5,3,3,5,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
STU2281,BCA,Software Engineering,7.13,First Class,2,3,2,3,2,2,1,1,3,0,0,4,5,5,1,2,4,4,4,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
STU2329,B.Sc Information Technology,Information Technology,7.04,First Class,4,3,3,4,1,2,0,1,2,0,0,3,5,5,4,2,5,3,2,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU1311,B.Sc Information Technology,Software Engineering,6.83,Second Class,5,2,0,2,1,1,2,4,5,5,4,2,1,0,4,3,5,2,4,5,Data Science; Artificial Intelligence; Machine Learning; Database Management,Data Scientist
STU2109,B.Sc Information Technology,Cloud & Security,7.22,First Class,2,1,1,1,1,2,1,2,1,1,0,3,4,4,4,4,3,4,2,4,Cloud Computing; Artificial Intelligence; Data Science,Cloud Engineer
STU1483,B.Sc Computer Science,Data Science,8.44,First Class,4,4,5,3,3,4,0,1,2,1,0,0,2,3,3,3,5,4,3,4,Software Development; Cloud Computing,Software Developer
STU1603,B.Sc Computer Science,Data Science,7.31,First Class,4,1,0,4,5,4,1,0,1,1,0,2,2,1,2,4,4,4,2,4,Web Development; Software Development; Artificial Intelligence,Web Developer
STU2237,B.Sc Information Technology,Data Science,7.91,First Class,3,0,2,3,1,2,1,1,1,1,0,3,4,5,3,2,5,4,2,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
STU2183,B.Sc Information Technology,Cloud & Security,6.49,Second Class,3,2,2,2,1,1,1,1,1,0,0,5,4,3,3,3,4,4,4,5,Cloud Computing,Cloud Engineer
STU1669,B.Sc Information Technology,Web Technologies,7.81,First Class,2,1,1,3,4,5,0,2,1,1,0,2,1,0,4,4,4,4,2,2,Web Development; Software Development; Artificial Intelligence; Cloud Computing,Web Developer
STU1434,B.Sc Information Technology,Software Engineering,6.38,Second Class,3,3,2,2,2,3,0,2,2,1,0,2,0,3,3,4,5,4,3,4,Software Development,Software Developer
STU2588,B.Sc Information Technology,Information Technology,8.09,First Class,3,2,4,4,1,0,3,2,5,5,3,5,2,2,4,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development; Data Analysis,Machine Learning Engineer
STU2091,B.Sc Information Technology,Software Engineering,6.9,Second Class,3,0,0,2,2,2,0,0,2,1,1,4,5,3,5,2,4,4,3,4,Cloud Computing; Web Development,Cloud Engineer
STU1584,B.Sc Information Technology,Information Technology,6.85,Second Class,4,3,4,2,2,4,0,1,2,0,0,2,2,2,4,2,5,3,3,4,Software Development,Software Developer
STU1423,B.Sc Information Technology,Cloud & Security,7.46,First Class,3,5,3,2,1,3,0,0,2,0,0,2,2,1,3,4,4,5,2,5,Software Development; Cybersecurity,Software Developer
STU2535,B.Sc Information Technology,Cloud & Security,8.41,First Class,3,4,3,3,0,3,2,2,2,4,5,4,2,2,4,2,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Software Development,Machine Learning Engineer
STU1985,B.Sc Computer Science,Information Technology,7.37,First Class,3,2,1,5,1,1,2,2,1,1,0,1,3,2,3,2,4,3,4,5,Database Management; Software Development,Database Administrator
STU1723,B.Sc Information Technology,Software Engineering,7.05,First Class,3,2,1,4,5,4,0,2,1,1,0,2,3,0,4,3,3,4,2,3,Web Development; Software Development; Database Management,Web Developer
STU2222,B.Sc Information Technology,Data Science,6.57,Second Class,2,2,4,3,2,2,1,1,3,1,0,4,5,5,3,3,5,2,3,5,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
STU1622,B.Sc Information Technology,Software Engineering,6.5,Second Class,3,2,1,3,5,5,1,1,1,1,0,2,2,2,4,3,5,4,1,4,Web Development; Software Development; Cloud Computing,Web Developer
STU1840,BCA,Software Engineering,6.96,Second Class,3,0,2,4,1,2,3,3,3,1,0,3,3,3,3,3,5,3,2,4,Database Management; Cloud Computing,Database Administrator
STU1768,B.Sc Information Technology,Web Technologies,7.96,First Class,3,2,1,3,5,4,0,1,2,1,0,2,2,2,4,3,4,4,2,4,Web Development; Software Development; Data Science,Web Developer
STU1858,B.Sc Information Technology,Software Engineering,6.38,Second Class,0,1,1,4,0,1,3,3,2,2,0,2,2,2,3,3,5,4,3,4,Database Management,Database Administrator
STU1328,B.Sc Information Technology,Cloud & Security,8.48,First Class,5,2,2,4,1,0,3,3,5,4,4,3,1,1,3,5,5,3,3,4,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
STU1255,B.Sc Information Technology,Cloud & Security,7.32,First Class,5,3,1,4,0,1,2,3,5,5,4,3,1,1,4,4,5,4,3,5,Data Science; Artificial Intelligence; Machine Learning; Database Management,Data Scientist
STU1323,B.Sc Information Technology,Cloud & Security,7.66,First Class,5,1,1,4,2,1,3,3,5,4,4,3,0,2,4,5,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing; Cybersecurity,Data Scientist
STU2162,B.Sc Information Technology,Data Science,7.32,First Class,3,2,1,0,0,1,0,1,0,2,0,5,2,3,3,3,5,4,2,4,Cloud Computing; Software Development,Cloud Engineer
STU1507,B.Sc Information Technology,Data Science,8.36,First Class,5,3,3,4,2,3,1,0,2,1,0,1,3,2,4,4,5,4,4,4,Software Development; Cloud Computing,Software Developer
STU2324,B.Sc Information Technology,Web Technologies,6.25,Second Class,3,2,3,3,1,2,1,1,3,1,0,4,4,5,2,3,5,3,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
STU1755,B.Sc Information Technology,Web Technologies,8.06,First Class,3,2,1,3,5,4,2,1,1,1,0,1,0,2,5,3,4,5,2,3,Web Development; Software Development,Web Developer
STU1965,B.Sc Computer Science,Software Engineering,7.02,First Class,2,2,1,4,1,2,3,2,1,0,0,1,3,3,3,3,5,2,3,5,Database Management; Data Science; Machine Learning,Database Administrator
STU1495,B.Sc Information Technology,Information Technology,8.1,First Class,4,4,3,3,2,3,1,1,1,0,0,1,2,0,3,3,5,4,3,4,Software Development; Data Analysis; Cloud Computing,Software Developer
STU2284,B.Sc Information Technology,Cloud & Security,6.51,Second Class,4,2,3,3,2,3,1,1,2,2,0,2,5,5,3,2,4,3,4,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
STU2051,B.Sc Information Technology,Information Technology,8.39,First Class,3,2,1,2,0,3,0,1,1,1,0,4,5,2,2,3,4,4,3,5,Cloud Computing; Cybersecurity; Web Development,Cloud Engineer
STU1421,B.Sc Information Technology,Web Technologies,7.85,First Class,3,2,2,3,3,2,1,0,2,1,0,1,2,0,4,3,5,4,4,4,Software Development,Software Developer
STU1087,B.Sc Information Technology,Data Science,6.94,Second Class,3,1,0,4,2,1,4,4,4,1,0,3,1,0,2,5,3,3,3,5,Data Analysis; Database Management,Data Analyst
STU2259,B.Sc Information Technology,Web Technologies,7.01,First Class,4,2,4,3,2,2,1,0,1,0,0,3,5,5,4,3,5,2,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU2515,B.Sc Information Technology,Data Science,8.43,First Class,3,2,4,4,1,1,1,2,5,5,3,4,3,2,5,3,4,3,2,5,Machine Learning; Artificial Intelligence; Data Science; Web Development,Machine Learning Engineer
STU1366,B.Sc Information Technology,Web Technologies,8.91,Distinction,5,2,1,4,1,1,4,2,3,3,4,4,0,1,4,4,5,4,2,5,Data Science; Artificial Intelligence; Machine Learning; Database Management,Data Scientist
STU1266,B.Sc Information Technology,Web Technologies,6.85,Second Class,4,2,2,4,1,0,2,3,5,4,4,3,0,1,4,5,5,3,2,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
STU1288,B.Sc Information Technology,Cloud & Security,6.82,Second Class,5,2,0,4,0,0,3,3,4,5,2,2,1,0,4,3,5,2,2,5,Data Science; Artificial Intelligence; Machine Learning; Web Development; Database Management,Data Scientist
STU2584,B.Sc Information Technology,Web Technologies,7.82,First Class,5,2,3,2,1,2,3,2,4,5,5,4,1,2,4,2,5,4,2,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU1359,B.Sc Information Technology,Data Science,7.89,First Class,5,2,1,5,1,1,3,2,3,3,4,3,1,1,2,4,5,3,2,4,Data Science; Artificial Intelligence; Machine Learning; Data Analysis; Web Development,Data Scientist
STU1055,B.Sc Computer Science,Web Technologies,6.95,Second Class,3,0,0,2,1,1,4,4,4,2,0,2,0,0,2,4,4,3,2,5,Data Analysis; Database Management; Machine Learning,Data Analyst
STU2102,B.Sc Information Technology,Data Science,6.96,Second Class,3,2,2,2,1,1,0,1,1,0,0,5,4,3,4,3,4,4,2,4,Cloud Computing; Web Development,Cloud Engineer
STU2202,B.Sc Computer Science,Web Technologies,7.36,First Class,2,2,3,2,1,2,2,1,2,1,0,4,5,5,4,4,4,3,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
STU1902,B.Sc Information Technology,Cloud & Security,6.7,Second Class,1,2,2,5,1,2,3,2,2,1,0,3,3,3,3,3,4,3,4,4,Database Management; Cybersecurity; Software Development,Database Administrator
STU1597,B.Sc Information Technology,Information Technology,7.53,First Class,4,5,4,3,2,3,1,2,2,2,0,2,2,2,5,2,4,4,2,5,Software Development,Software Developer
STU1627,B.Sc Information Technology,Cloud & Security,7.26,First Class,3,0,1,3,5,5,1,0,1,2,0,2,2,2,4,3,4,4,2,3,Web Development; Software Development,Web Developer
STU2008,B.Sc Information Technology,Data Science,7.91,First Class,3,1,2,2,0,1,0,1,1,1,0,4,4,3,3,3,4,4,3,5,Cloud Computing; Data Science,Cloud Engineer
STU1222,B.Sc Information Technology,Information Technology,6.8,Second Class,5,1,0,4,0,1,1,2,5,5,4,2,1,0,4,5,4,4,2,5,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
STU1114,B.Sc Information Technology,Cloud & Security,6.97,Second Class,3,1,0,3,0,2,3,4,4,2,0,1,1,2,3,3,3,4,2,5,Data Analysis; Database Management,Data Analyst
STU1644,B.Sc Information Technology,Data Science,6.92,Second Class,2,2,1,4,4,5,0,1,1,1,0,1,2,2,4,4,4,4,2,4,Web Development; Software Development; Cloud Computing,Web Developer
STU2373,B.Sc Information Technology,Web Technologies,8.09,First Class,3,2,4,2,1,0,0,0,2,1,0,3,5,4,3,3,5,3,3,5,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
STU1175,B.Sc Information Technology,Data Science,8.24,First Class,3,1,0,2,1,1,4,5,3,2,0,1,1,1,2,5,4,3,2,5,Data Analysis; Database Management,Data Analyst
STU1514,B.Sc Information Technology,Data Science,7.63,First Class,3,3,3,3,2,3,0,1,0,1,0,3,2,2,3,3,5,3,3,5,Software Development; Cybersecurity; Web Development,Software Developer
STU1600,B.Sc Information Technology,Software Engineering,8.38,First Class,5,3,4,3,1,2,1,2,2,1,0,2,3,2,3,2,5,5,3,3,Software Development; Cloud Computing,Software Developer
STU1454,B.Sc Information Technology,Web Technologies,6.79,Second Class,3,2,3,3,2,2,1,1,3,2,0,3,2,3,3,3,5,4,4,5,Software Development; Machine Learning,Software Developer
STU2252,B.Sc Information Technology,Information Technology,8.6,Distinction,4,2,3,3,0,3,0,0,3,1,0,3,5,4,3,3,5,3,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU1019,BCA,Data Science,6.8,Second Class,2,2,0,4,1,2,5,2,4,1,0,1,1,1,1,4,4,3,2,4,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
STU1424,B.Sc Information Technology,Web Technologies,7.8,First Class,4,2,2,3,1,3,0,1,1,1,0,0,0,3,3,3,4,3,3,4,Software Development; Database Management; Machine Learning,Software Developer
STU2069,B.Sc Computer Science,Software Engineering,7.6,First Class,3,1,1,2,0,2,0,1,1,1,1,5,4,4,3,2,4,4,3,4,Cloud Computing,Cloud Engineer
STU1286,B.Sc Information Technology,Data Science,6.65,Second Class,4,0,1,4,1,1,3,3,5,3,4,3,1,1,3,4,5,4,3,5,Data Science; Artificial Intelligence; Machine Learning; Data Analysis,Data Scientist
STU1429,B.Sc Information Technology,Web Technologies,6.02,Second Class,4,5,4,3,2,3,2,2,2,0,0,1,2,2,4,4,5,3,4,3,Software Development; Cybersecurity,Software Developer
STU1991,B.Sc Computer Science,Software Engineering,8.08,First Class,3,1,2,4,1,1,3,2,3,1,0,2,1,2,4,3,5,2,3,3,Database Management; Artificial Intelligence; Software Development,Database Administrator
STU2470,B.Sc Information Technology,Information Technology,7.34,First Class,5,1,2,4,2,2,1,3,4,5,5,2,2,3,3,3,4,5,3,5,Machine Learning; Artificial Intelligence; Data Science; Software Development,Machine Learning Engineer
STU2273,B.Sc Information Technology,Web Technologies,7.06,First Class,2,2,3,2,0,1,1,0,1,1,0,3,5,5,2,3,5,4,3,5,Cybersecurity; Cloud Computing; Artificial Intelligence; Data Science,Cybersecurity Analyst
STU1032,B.Sc Information Technology,Information Technology,8.13,First Class,2,2,0,4,0,2,4,4,2,2,0,3,0,0,0,4,4,2,2,5,Data Analysis; Database Management; Machine Learning,Data Analyst
STU1619,B.Sc Information Technology,Web Technologies,8.83,Distinction,3,2,1,3,5,4,0,0,1,1,0,2,2,2,2,2,4,4,2,3,Web Development; Software Development; Database Management,Web Developer
STU1211,B.Sc Information Technology,Web Technologies,8.53,Distinction,3,2,1,4,1,2,2,1,5,3,5,2,1,1,3,4,4,3,2,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity; Web Development,Data Scientist
STU1440,B.Sc Information Technology,Web Technologies,7.66,First Class,3,4,3,4,2,3,1,1,1,1,0,1,2,1,4,3,5,4,3,4,Software Development; Data Science,Software Developer
STU2544,B.Sc Information Technology,Cloud & Security,7.95,First Class,5,3,3,4,2,0,2,2,3,5,4,4,2,2,5,3,5,5,2,5,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
STU2053,B.Sc Information Technology,Cloud & Security,7.63,First Class,2,1,0,1,2,2,1,2,0,0,0,5,4,1,4,3,4,4,3,4,Cloud Computing; Machine Learning,Cloud Engineer
STU1215,B.Sc Information Technology,Data Science,7.53,First Class,5,1,1,3,1,1,3,2,3,5,3,3,2,0,3,4,5,4,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
STU2473,B.Sc Information Technology,Web Technologies,8.09,First Class,4,1,3,4,1,2,0,2,5,5,3,5,2,2,4,3,5,4,3,4,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
STU1919,B.Sc Information Technology,Software Engineering,7.04,First Class,2,2,1,5,1,1,3,1,1,2,0,1,4,1,3,2,5,4,3,4,Database Management; Data Science,Database Administrator
STU1756,B.Sc Information Technology,Web Technologies,6.8,Second Class,4,2,0,2,5,5,0,0,1,0,0,3,2,1,4,4,4,4,3,3,Web Development; Software Development; Machine Learning,Web Developer
STU1327,B.Sc Information Technology,Cloud & Security,7.59,First Class,5,2,0,4,2,1,3,2,5,4,3,3,0,1,4,5,5,2,2,5,Data Science; Artificial Intelligence; Machine Learning; Database Management,Data Scientist
STU1665,B.Sc Information Technology,Information Technology,5.98,Pass,3,1,0,4,4,3,0,1,0,1,0,2,1,2,3,3,4,3,2,3,Web Development; Software Development,Web Developer
STU2427,B.Sc Information Technology,Information Technology,7.47,First Class,5,3,3,5,1,1,2,0,5,5,5,4,0,2,3,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity,Machine Learning Engineer
STU1189,B.Sc Information Technology,Information Technology,6.36,Second Class,1,0,0,3,0,1,4,3,4,0,0,2,1,1,2,3,4,2,2,5,Data Analysis; Database Management; Machine Learning; Artificial Intelligence,Data Analyst
STU2351,B.Sc Information Technology,Software Engineering,8.0,First Class,3,1,2,3,2,0,0,2,2,1,0,2,5,3,4,3,5,3,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU1342,B.Sc Information Technology,Software Engineering,7.9,First Class,3,2,1,4,1,1,2,3,5,5,5,4,1,1,4,5,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
STU2392,B.Sc Information Technology,Data Science,7.81,First Class,3,2,4,2,2,0,1,1,2,2,0,3,5,5,4,4,5,3,3,5,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
STU1148,B.Sc Information Technology,Data Science,6.56,Second Class,3,1,1,4,0,1,3,5,4,2,0,2,1,1,1,4,5,4,1,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
STU2495,B.Sc Computer Science,Information Technology,7.0,First Class,4,3,2,2,1,2,2,2,4,5,5,2,3,2,4,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU1361,BCA,Information Technology,6.72,Second Class,4,3,1,3,1,2,3,3,5,5,3,4,2,1,4,4,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
STU1084,B.Sc Information Technology,Cloud & Security,7.93,First Class,4,1,0,4,1,0,3,4,4,0,0,1,2,1,2,3,4,3,2,5,Data Analysis; Database Management,Data Analyst
STU1758,B.Sc Computer Science,Cloud & Security,7.96,First Class,3,2,1,4,5,4,1,1,2,0,0,1,2,0,4,3,4,4,2,4,Web Development; Software Development; Data Science,Web Developer
STU1480,B.Sc Information Technology,Data Science,8.0,First Class,3,4,4,2,3,1,1,1,2,0,0,3,2,2,3,4,5,4,3,5,Software Development,Software Developer
STU1049,B.Sc Information Technology,Software Engineering,8.63,Distinction,3,1,0,4,1,1,4,5,4,0,0,0,1,1,2,4,3,3,2,5,Data Analysis; Database Management,Data Analyst
STU2311,B.Sc Information Technology,Data Science,7.17,First Class,3,1,3,2,2,2,1,1,2,2,0,3,4,5,1,2,5,3,3,5,Cybersecurity; Cloud Computing; Database Management; Machine Learning,Cybersecurity Analyst
STU1156,B.Sc Information Technology,Cloud & Security,6.28,Second Class,3,2,0,4,1,1,4,4,4,1,0,2,1,0,1,4,4,3,3,5,Data Analysis; Database Management; Software Development,Data Analyst
STU2023,B.Sc Information Technology,Information Technology,7.64,First Class,3,3,0,3,1,2,1,1,1,1,0,3,4,3,4,3,4,4,3,4,Cloud Computing,Cloud Engineer
STU2213,B.Sc Information Technology,Cloud & Security,7.77,First Class,3,0,3,3,2,2,1,1,2,0,0,4,5,4,3,4,4,3,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
STU2587,B.Sc Information Technology,Information Technology,6.9,Second Class,4,3,4,4,1,2,2,2,3,5,3,4,2,2,4,2,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU2171,B.Sc Information Technology,Web Technologies,6.91,Second Class,2,0,0,2,2,1,0,1,2,0,1,5,5,2,5,3,5,4,3,5,Cloud Computing; Machine Learning,Cloud Engineer
STU1917,B.Sc Information Technology,Data Science,7.15,First Class,2,3,0,5,1,0,3,2,3,0,0,2,3,3,3,3,5,3,3,3,Database Management; Cloud Computing,Database Administrator
STU2309,BCA,Software Engineering,6.24,Second Class,3,2,3,4,1,1,1,2,2,1,0,3,5,5,1,4,5,4,3,5,Cybersecurity; Cloud Computing; Database Management; Web Development,Cybersecurity Analyst
STU2581,B.Sc Information Technology,Software Engineering,7.72,First Class,5,4,3,3,1,1,2,2,5,4,5,2,2,1,5,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU1620,B.Sc Information Technology,Web Technologies,7.24,First Class,2,2,2,3,5,5,0,1,0,1,0,2,1,2,3,2,4,4,1,3,Web Development; Software Development; Cloud Computing; Database Management,Web Developer
STU1180,B.Sc Information Technology,Data Science,9.32,Distinction,3,0,1,4,1,1,4,3,3,3,1,3,1,1,0,4,4,3,2,4,Data Analysis; Database Management; Machine Learning,Data Analyst
STU2277,B.Sc Computer Science,Cloud & Security,5.97,Pass,4,2,3,3,2,1,1,1,0,0,1,4,5,5,3,2,5,3,3,4,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
STU2248,B.Sc Information Technology,Cloud & Security,7.33,First Class,2,1,3,3,2,3,0,1,2,0,0,2,5,5,3,3,5,3,3,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
STU2327,B.Sc Information Technology,Information Technology,7.95,First Class,3,3,3,3,1,1,2,2,2,2,0,3,5,5,3,3,5,3,4,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
STU1680,BCA,Software Engineering,7.51,First Class,3,2,1,3,5,5,1,2,1,0,0,2,2,2,4,3,3,3,2,3,Web Development; Software Development; Artificial Intelligence,Web Developer
STU1846,B.Sc Information Technology,Information Technology,5.75,Pass,2,2,2,5,1,1,3,1,1,0,0,4,4,1,1,3,4,2,3,4,Database Management; Data Analysis,Database Administrator
STU1927,B.Sc Information Technology,Information Technology,8.53,Distinction,1,2,0,5,1,2,2,0,1,0,0,4,3,4,1,4,3,4,2,5,Database Management,Database Administrator
STU1364,B.Sc Information Technology,Cloud & Security,9.87,Distinction,4,2,0,3,1,1,4,3,5,5,5,3,0,0,4,4,4,3,2,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
STU2125,B.Sc Computer Science,Data Science,6.56,Second Class,3,2,1,3,0,3,0,1,1,1,0,5,5,3,4,4,5,4,3,5,Cloud Computing; Machine Learning; Cybersecurity,Cloud Engineer
STU1427,B.Sc Information Technology,Cloud & Security,8.59,Distinction,4,3,3,3,2,3,1,0,2,0,0,3,2,0,3,3,5,4,3,4,Software Development; Cybersecurity,Software Developer
STU2253,B.Sc Information Technology,Software Engineering,7.87,First Class,3,1,2,2,0,2,1,0,2,2,0,3,5,3,3,4,4,4,3,4,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
STU2507,B.Sc Information Technology,Information Technology,9.9,Distinction,4,3,3,2,1,2,3,2,3,5,5,4,3,1,4,2,5,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development,Machine Learning Engineer
STU1347,B.Sc Information Technology,Web Technologies,7.4,First Class,5,2,0,3,1,0,2,3,5,5,4,4,0,1,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
STU2107,B.Sc Information Technology,Software Engineering,6.03,Second Class,4,2,1,2,0,2,1,0,2,1,0,4,2,3,4,3,4,4,3,5,Cloud Computing; Data Science,Cloud Engineer
STU2566,B.Sc Information Technology,Web Technologies,6.9,Second Class,5,3,2,3,2,1,0,2,3,5,5,4,2,2,4,3,4,5,4,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity,Machine Learning Engineer
STU1533,B.Sc Information Technology,Software Engineering,6.63,Second Class,2,4,4,3,2,3,1,1,2,0,0,3,0,1,4,3,5,4,4,4,Software Development; Web Development; Machine Learning,Software Developer
STU1711,B.Sc Information Technology,Software Engineering,7.78,First Class,3,2,0,3,4,3,2,1,2,1,0,2,2,2,5,2,4,4,1,3,Web Development; Software Development; Artificial Intelligence,Web Developer
STU2180,B.Sc Information Technology,Web Technologies,7.44,First Class,2,3,1,2,1,2,1,1,2,1,1,3,5,3,3,3,4,3,3,4,Cloud Computing; Database Management,Cloud Engineer
STU2377,B.Sc Information Technology,Software Engineering,8.05,First Class,3,1,3,3,2,2,1,1,2,1,0,4,4,5,4,3,4,3,3,5,Cybersecurity; Cloud Computing; Database Management; Machine Learning,Cybersecurity Analyst
STU1675,B.Sc Computer Science,Cloud & Security,6.55,Second Class,3,2,2,3,5,5,2,0,1,1,0,0,2,2,4,3,5,5,2,3,Web Development; Software Development,Web Developer
STU2306,B.Sc Information Technology,Data Science,6.79,Second Class,3,2,4,3,2,2,0,1,0,2,0,4,4,5,3,4,4,3,3,5,Cybersecurity; Cloud Computing; Machine Learning,Cybersecurity Analyst
STU1712,BCA,Web Technologies,7.31,First Class,1,3,2,3,5,5,0,0,2,1,0,3,2,0,3,2,3,4,1,2,Web Development; Software Development; Machine Learning,Web Developer
STU1244,BCA,Cloud & Security,8.17,First Class,5,3,1,4,0,1,3,3,5,4,3,1,0,1,2,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
STU2050,B.Sc Information Technology,Web Technologies,9.08,Distinction,2,2,1,1,1,2,0,1,1,0,1,5,3,3,4,3,4,4,3,4,Cloud Computing,Cloud Engineer
STU1782,B.Sc Information Technology,Data Science,8.66,Distinction,4,1,0,2,5,5,1,1,1,2,0,3,2,2,5,2,5,4,3,3,Web Development; Software Development; Data Science,Web Developer
STU1943,B.Sc Information Technology,Information Technology,7.96,First Class,3,1,1,5,1,1,3,2,0,2,0,4,3,2,1,4,4,3,3,4,Database Management; Software Development,Database Administrator
STU1866,BCA,Web Technologies,6.8,Second Class,3,2,2,4,1,2,3,3,1,2,0,1,4,2,1,2,4,4,2,4,Database Management,Database Administrator
STU2335,B.Sc Information Technology,Cloud & Security,6.32,Second Class,4,2,3,4,2,2,2,1,2,0,0,3,4,4,3,3,5,4,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU1313,B.Sc Information Technology,Information Technology,7.36,First Class,4,2,1,4,1,1,3,2,4,5,4,3,1,1,3,4,5,3,3,4,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
